tick,agent,r,bexp_A,beff_A,sigma,a,e,C
258,38,1,1.0,1.0,0.9217,0,3.075,1.0
258,39,1,1.0,1.0,0.7382,9,3.081,1.0
258,40,1,1.0,1.0,0.7377,8,3.62,1.0
258,41,1,1.0,1.0,0.7419,5,3.043,1.0
258,42,1,1.0,1.0,0.9244,3,3.319,1.0
258,43,1,1.0,1.0,0.9221,0,3.141,1.0
258,44,1,1.0,1.0,0.7389,5,3.505,1.0
258,45,1,1.0,1.0,0.9236,0,3.505,1.0
258,46,1,1.0,1.0,0.9213,0,3.632,1.0
258,47,1,1.0,1.0,0.9193,0,3.046,1.0
258,48,1,1.0,1.0,0.9262,2,3.387,1.0
258,49,1,1.0,1.0,0.9209,0,3.03,1.0
258,50,1,1.0,1.0,0.9262,1,3.522,1.0
258,51,1,1.0,1.0,0.9228,0,3.051,1.0
258,52,1,1.0,1.0,0.9228,0,3.295,1.0
258,53,1,1.0,1.0,0.9247,1,3.6,1.0
258,54,1,1.0,1.0,0.7233,2,3.49,1.0
258,55,1,1.0,1.0,0.9213,0,3.245,1.0
258,56,1,1.0,1.0,0.9224,0,3.48,1.0
258,57,1,1.0,1.0,0.9302,5,3.63,1.0
258,58,1,1.0,1.0,0.9247,0,3.137,1.0
258,59,1,1.0,1.0,0.9209,0,3.063,1.0
258,60,1,1.0,1.0,0.9266,6,3.193,1.0
258,61,1,1.0,1.0,0.927,5,3.661,1.0
258,62,1,1.0,1.0,0.9288,5,3.444,1.0
258,63,1,1.0,1.0,0.9232,0,3.677,1.0
258,64,1,1.0,1.0,0.9266,5,3.262,1.0
258,65,1,1.0,1.0,0.7274,3,3.216,1.0
258,66,1,1.0,1.0,0.9221,0,3.137,1.0
258,67,1,1.0,1.0,0.7047,2,3.521,1.0
258,68,1,1.0,1.0,0.9266,3,3.005,1.0
258,69,1,1.0,1.0,0.7167,2,3.182,1.0
258,70,1,1.0,1.0,0.924,0,3.239,1.0
258,71,1,1.0,1.0,0.9224,2,3.185,1.0
258,72,1,1.0,1.0,0.9228,0,3.41,1.0
258,73,1,1.0,1.0,0.9291,6,3.346,1.0
258,74,1,1.0,1.0,0.9288,4,3.147,1.0
258,75,1,1.0,1.0,0.9247,2,3.517,1.0
258,76,1,1.0,1.0,0.7339,6,3.238,1.0
258,77,1,1.0,1.0,0.913,0,3.128,1.0
258,78,1,1.0,1.0,0.9247,0,3.005,1.0
258,79,1,1.0,1.0,0.7249,7,3.113,1.0
258,80,1,1.0,1.0,0.7302,8,3.298,1.0
258,81,1,1.0,1.0,0.9232,0,3.241,1.0
258,82,1,1.0,1.0,0.9259,2,3.612,1.0
258,83,1,1.0,1.0,0.9232,0,3.065,1.0
258,84,1,1.0,1.0,0.9298,7,3.179,1.0
258,85,1,1.0,1.0,0.9221,0,3.239,1.0
258,86,1,1.0,1.0,0.9213,0,3.135,1.0
258,87,1,1.0,1.0,0.9316,5,3.038,1.0
258,88,1,1.0,1.0,0.9228,0,3.238,1.0
258,89,1,1.0,1.0,0.9251,0,3.343,1.0
258,90,1,1.0,1.0,0.9259,3,3.094,1.0
258,91,1,1.0,1.0,0.9217,0,3.234,1.0
258,92,1,1.0,1.0,0.924,0,3.192,1.0
258,93,1,1.0,1.0,0.9309,9,3.13,1.0
258,94,1,1.0,1.0,0.7138,3,3.511,1.0
258,95,1,1.0,1.0,0.916,0,3.319,1.0
258,96,1,1.0,1.0,0.9236,1,3.063,1.0
258,97,1,1.0,1.0,0.7304,6,3.031,1.0
258,98,1,1.0,1.0,0.9228,1,3.764,1.0
258,99,1,1.0,1.0,0.924,1,3.338,1.0
258,100,1,1.0,1.0,0.9255,1,3.234,1.0
259,1,1,1.0,1.0,0.9323,6,3.335,1.0
259,2,1,1.0,1.0,0.9221,0,3.051,1.0
259,3,1,1.0,1.0,0.9209,0,3.286,1.0
259,4,1,1.0,1.0,0.9232,0,3.527,1.0
259,5,1,1.0,1.0,0.9232,0,3.12,1.0
259,6,1,1.0,1.0,0.7329,9,3.645,1.0
259,7,1,1.0,1.0,0.9244,1,3.246,1.0
259,8,1,1.0,1.0,0.7289,9,3.64,1.0
259,9,1,1.0,1.0,0.9217,0,3.047,1.0
259,10,1,1.0,1.0,0.9251,3,3.188,1.0
259,11,1,1.0,1.0,0.9228,0,3.53,1.0
259,12,1,1.0,1.0,0.9247,1,3.19,1.0
259,13,1,1.0,1.0,0.924,0,3.182,1.0
259,14,1,1.0,1.0,0.9213,0,3.555,1.0
259,15,1,1.0,1.0,0.9244,0,3.322,1.0
259,16,1,1.0,1.0,0.7287,6,3.022,1.0
259,17,1,1.0,1.0,0.9205,0,3.067,1.0
259,18,1,1.0,1.0,0.9228,0,3.145,1.0
259,19,1,1.0,1.0,0.924,3,3.082,1.0
259,20,1,1.0,1.0,0.7242,2,3.616,1.0
259,21,1,1.0,1.0,0.9228,0,3.611,1.0
259,22,1,1.0,1.0,0.9236,1,3.194,1.0
259,23,1,1.0,1.0,0.9255,2,3.102,1.0
259,24,1,1.0,1.0,0.9224,0,3.21,1.0
259,25,1,1.0,1.0,0.927,6,3.503,1.0
259,26,1,1.0,1.0,0.9232,0,3.414,1.0
259,27,1,1.0,1.0,0.9228,0,3.238,1.0
259,28,1,1.0,1.0,0.9244,1,3.66,1.0
259,29,1,1.0,1.0,0.9232,1,3.658,1.0
259,30,1,1.0,1.0,0.9244,1,3.247,1.0
259,31,1,1.0,1.0,0.7328,8,3.238,1.0
259,32,1,1.0,1.0,0.9236,1,3.136,1.0
259,33,1,1.0,1.0,0.9236,1,3.534,1.0
259,34,1,1.0,1.0,0.9298,9,3.177,1.0
259,35,1,1.0,1.0,0.9273,1,3.413,1.0
259,36,1,1.0,1.0,0.7256,5,3.37,1.0
259,37,1,1.0,1.0,0.7353,7,3.257,1.0
259,38,1,1.0,1.0,0.9221,0,3.075,1.0
259,39,1,1.0,1.0,0.7395,9,3.081,1.0
259,40,1,1.0,1.0,0.739,8,3.62,1.0
259,41,1,1.0,1.0,0.7432,5,3.043,1.0
259,42,1,1.0,1.0,0.9247,3,3.319,1.0
259,43,1,1.0,1.0,0.9224,0,3.141,1.0
259,44,1,1.0,1.0,0.7402,5,3.505,1.0
259,45,1,1.0,1.0,0.924,0,3.505,1.0
259,46,1,1.0,1.0,0.9217,0,3.632,1.0
259,47,1,1.0,1.0,0.9197,0,3.046,1.0
259,48,1,1.0,1.0,0.9266,2,3.387,1.0
259,49,1,1.0,1.0,0.9213,0,3.03,1.0
259,50,1,1.0,1.0,0.9266,1,3.522,1.0
259,51,1,1.0,1.0,0.9232,0,3.051,1.0
259,52,1,1.0,1.0,0.9232,0,3.295,1.0
259,53,1,1.0,1.0,0.9251,1,3.6,1.0
259,54,1,1.0,1.0,0.7246,2,3.49,1.0
259,55,1,1.0,1.0,0.9217,0,3.245,1.0
259,56,1,1.0,1.0,0.9228,0,3.48,1.0
259,57,1,1.0,1.0,0.9305,5,3.63,1.0
259,58,1,1.0,1.0,0.9251,0,3.137,1.0
259,59,1,1.0,1.0,0.9213,0,3.063,1.0
259,60,1,1.0,1.0,0.927,6,3.193,1.0
259,61,1,1.0,1.0,0.9273,5,3.661,1.0
259,62,1,1.0,1.0,0.9291,5,3.444,1.0
259,63,1,1.0,1.0,0.9236,0,3.677,1.0
259,64,1,1.0,1.0,0.927,5,3.262,1.0
259,65,1,1.0,1.0,0.7288,3,3.216,1.0
259,66,1,1.0,1.0,0.9224,0,3.137,1.0
259,67,1,1.0,1.0,0.7062,2,3.521,1.0
259,68,1,1.0,1.0,0.927,3,3.005,1.0
259,69,1,1.0,1.0,0.7181,2,3.182,1.0
259,70,1,1.0,1.0,0.9244,0,3.239,1.0
259,71,1,1.0,1.0,0.9228,2,3.185,1.0
259,72,1,1.0,1.0,0.9232,0,3.41,1.0
259,73,1,1.0,1.0,0.9295,6,3.346,1.0
259,74,1,1.0,1.0,0.9291,4,3.147,1.0
259,75,1,1.0,1.0,0.9251,2,3.517,1.0
259,76,1,1.0,1.0,0.7352,6,3.238,1.0
259,77,1,1.0,1.0,0.9134,0,3.128,1.0
259,78,1,1.0,1.0,0.9251,0,3.005,1.0
259,79,1,1.0,1.0,0.7262,7,3.113,1.0
259,80,1,1.0,1.0,0.7316,8,3.298,1.0
259,81,1,1.0,1.0,0.9236,0,3.241,1.0
259,82,1,1.0,1.0,0.9262,2,3.612,1.0
259,83,1,1.0,1.0,0.9236,0,3.065,1.0
259,84,1,1.0,1.0,0.9302,7,3.179,1.0
259,85,1,1.0,1.0,0.9224,0,3.239,1.0
259,86,1,1.0,1.0,0.9217,0,3.135,1.0
259,87,1,1.0,1.0,0.9319,5,3.038,1.0
259,88,1,1.0,1.0,0.9232,0,3.238,1.0
259,89,1,1.0,1.0,0.9255,0,3.343,1.0
259,90,1,1.0,1.0,0.9262,3,3.094,1.0
259,91,1,1.0,1.0,0.9221,0,3.234,1.0
259,92,1,1.0,1.0,0.9244,0,3.192,1.0
259,93,1,1.0,1.0,0.9312,9,3.13,1.0
259,94,1,1.0,1.0,0.7152,3,3.511,1.0
259,95,1,1.0,1.0,0.9164,0,3.319,1.0
259,96,1,1.0,1.0,0.924,1,3.063,1.0
259,97,1,1.0,1.0,0.7318,6,3.031,1.0
259,98,1,1.0,1.0,0.9232,1,3.764,1.0
259,99,1,1.0,1.0,0.9244,1,3.338,1.0
259,100,1,1.0,1.0,0.9259,1,3.234,1.0
260,1,1,1.0,1.0,0.9326,6,3.335,1.0
260,2,1,1.0,1.0,0.9224,0,3.051,1.0
260,3,1,1.0,1.0,0.9213,0,3.286,1.0
260,4,1,1.0,1.0,0.9236,0,3.527,1.0
260,5,1,1.0,1.0,0.9236,0,3.12,1.0
260,6,1,1.0,1.0,0.7342,9,3.645,1.0
260,7,1,1.0,1.0,0.9247,1,3.246,1.0
260,8,1,1.0,1.0,0.7302,9,3.64,1.0
260,9,1,1.0,1.0,0.9221,0,3.047,1.0
260,10,1,1.0,1.0,0.9255,3,3.188,1.0
260,11,1,1.0,1.0,0.9232,0,3.53,1.0
260,12,1,1.0,1.0,0.9251,1,3.19,1.0
260,13,1,1.0,1.0,0.9244,0,3.182,1.0
260,14,1,1.0,1.0,0.9217,0,3.555,1.0
260,15,1,1.0,1.0,0.9247,0,3.322,1.0
260,16,1,1.0,1.0,0.7301,6,3.022,1.0
260,17,1,1.0,1.0,0.9209,0,3.067,1.0
260,18,1,1.0,1.0,0.9232,0,3.145,1.0
260,19,1,1.0,1.0,0.9244,3,3.082,1.0
260,20,1,1.0,1.0,0.7256,2,3.616,1.0
260,21,1,1.0,1.0,0.9232,0,3.611,1.0
260,22,1,1.0,1.0,0.924,1,3.194,1.0
260,23,1,1.0,1.0,0.9259,2,3.102,1.0
260,24,1,1.0,1.0,0.9228,0,3.21,1.0
260,25,1,1.0,1.0,0.9273,6,3.503,1.0
260,26,1,1.0,1.0,0.9236,0,3.414,1.0
260,27,1,1.0,1.0,0.9232,0,3.238,1.0
260,28,1,1.0,1.0,0.9247,1,3.66,1.0
260,29,1,1.0,1.0,0.9236,1,3.658,1.0
260,30,1,1.0,1.0,0.9247,1,3.247,1.0
260,31,1,1.0,1.0,0.7341,8,3.238,1.0
260,32,1,1.0,1.0,0.924,1,3.136,1.0
260,33,1,1.0,1.0,0.924,1,3.534,1.0
260,34,1,1.0,1.0,0.9302,9,3.177,1.0
260,35,1,1.0,1.0,0.9277,1,3.413,1.0
260,36,1,1.0,1.0,0.7269,5,3.37,1.0
260,37,1,1.0,1.0,0.7366,7,3.257,1.0
260,38,1,1.0,1.0,0.9224,0,3.075,1.0
260,39,1,1.0,1.0,0.7408,9,3.081,1.0
260,40,1,1.0,1.0,0.7403,8,3.62,1.0
260,41,1,1.0,1.0,0.7445,5,3.043,1.0
260,42,1,1.0,1.0,0.9251,3,3.319,1.0
260,43,1,1.0,1.0,0.9228,0,3.141,1.0
260,44,1,1.0,1.0,0.7415,5,3.505,1.0
260,45,1,1.0,1.0,0.9244,0,3.505,1.0
260,46,1,1.0,1.0,0.9221,0,3.632,1.0
260,47,1,1.0,1.0,0.9201,0,3.046,1.0
260,48,1,1.0,1.0,0.927,2,3.387,1.0
260,49,1,1.0,1.0,0.9217,0,3.03,1.0
260,50,1,1.0,1.0,0.927,1,3.522,1.0
260,51,1,1.0,1.0,0.9236,0,3.051,1.0
260,52,1,1.0,1.0,0.9236,0,3.295,1.0
260,53,1,1.0,1.0,0.9255,1,3.6,1.0
260,54,1,1.0,1.0,0.726,2,3.49,1.0
260,55,1,1.0,1.0,0.9221,0,3.245,1.0
260,56,1,1.0,1.0,0.9232,0,3.48,1.0
260,57,1,1.0,1.0,0.9309,5,3.63,1.0
260,58,1,1.0,1.0,0.9255,0,3.137,1.0
260,59,1,1.0,1.0,0.9217,0,3.063,1.0
260,60,1,1.0,1.0,0.9273,6,3.193,1.0
260,61,1,1.0,1.0,0.9277,5,3.661,1.0
260,62,1,1.0,1.0,0.9295,5,3.444,1.0
260,63,1,1.0,1.0,0.924,0,3.677,1.0
260,64,1,1.0,1.0,0.9273,5,3.262,1.0
260,65,1,1.0,1.0,0.7301,3,3.216,1.0
260,66,1,1.0,1.0,0.9228,0,3.137,1.0
260,67,1,1.0,1.0,0.7076,2,3.521,1.0
260,68,1,1.0,1.0,0.9273,3,3.005,1.0
260,69,1,1.0,1.0,0.7195,2,3.182,1.0
260,70,1,1.0,1.0,0.9247,0,3.239,1.0
260,71,1,1.0,1.0,0.9232,2,3.185,1.0
260,72,1,1.0,1.0,0.9236,0,3.41,1.0
260,73,1,1.0,1.0,0.9298,6,3.346,1.0
260,74,1,1.0,1.0,0.9295,4,3.147,1.0
260,75,1,1.0,1.0,0.9255,2,3.517,1.0
260,76,1,1.0,1.0,0.7366,6,3.238,1.0
260,77,1,1.0,1.0,0.9138,0,3.128,1.0
260,78,1,1.0,1.0,0.9255,0,3.005,1.0
260,79,1,1.0,1.0,0.7276,7,3.113,1.0
260,80,1,1.0,1.0,0.7329,8,3.298,1.0
260,81,1,1.0,1.0,0.924,0,3.241,1.0
260,82,1,1.0,1.0,0.9266,2,3.612,1.0
260,83,1,1.0,1.0,0.924,0,3.065,1.0
260,84,1,1.0,1.0,0.9305,7,3.179,1.0
260,85,1,1.0,1.0,0.9228,0,3.239,1.0
260,86,1,1.0,1.0,0.9221,0,3.135,1.0
260,87,1,1.0,1.0,0.9323,5,3.038,1.0
260,88,1,1.0,1.0,0.9236,0,3.238,1.0
260,89,1,1.0,1.0,0.9259,0,3.343,1.0
260,90,1,1.0,1.0,0.9266,3,3.094,1.0
260,91,1,1.0,1.0,0.9224,0,3.234,1.0
260,92,1,1.0,1.0,0.9247,0,3.192,1.0
260,93,1,1.0,1.0,0.9316,9,3.13,1.0
260,94,1,1.0,1.0,0.7167,3,3.511,1.0
260,95,1,1.0,1.0,0.9168,0,3.319,1.0
260,96,1,1.0,1.0,0.9244,1,3.063,1.0
260,97,1,1.0,1.0,0.7331,6,3.031,1.0
260,98,1,1.0,1.0,0.9236,1,3.764,1.0
260,99,1,1.0,1.0,0.9247,1,3.338,1.0
260,100,1,1.0,1.0,0.9262,1,3.234,1.0
261,1,1,1.0,1.0,0.9329,6,3.335,1.0
261,2,1,1.0,1.0,0.9228,0,3.051,1.0
261,3,1,1.0,1.0,0.9217,0,3.286,1.0
261,4,1,1.0,1.0,0.924,0,3.527,1.0
261,5,1,1.0,1.0,0.924,0,3.12,1.0
261,6,1,1.0,1.0,0.7356,9,3.645,1.0
261,7,1,1.0,1.0,0.9251,1,3.246,1.0
261,8,1,1.0,1.0,0.7316,9,3.64,1.0
261,9,1,1.0,1.0,0.9224,0,3.047,1.0
261,10,1,1.0,1.0,0.9259,3,3.188,1.0
261,11,1,1.0,1.0,0.9236,0,3.53,1.0
261,12,1,1.0,1.0,0.9255,1,3.19,1.0
261,13,1,1.0,1.0,0.9247,0,3.182,1.0
261,14,1,1.0,1.0,0.9221,0,3.555,1.0
261,15,1,1.0,1.0,0.9251,0,3.322,1.0
261,16,1,1.0,1.0,0.7314,6,3.022,1.0
261,17,1,1.0,1.0,0.9213,0,3.067,1.0
261,18,1,1.0,1.0,0.9236,0,3.145,1.0
261,19,1,1.0,1.0,0.9247,3,3.082,1.0
261,20,1,1.0,1.0,0.7269,2,3.616,1.0
261,21,1,1.0,1.0,0.9236,0,3.611,1.0
261,22,1,1.0,1.0,0.9244,1,3.194,1.0
261,23,1,1.0,1.0,0.9262,2,3.102,1.0
261,24,1,1.0,1.0,0.9232,0,3.21,1.0
261,25,1,1.0,1.0,0.9277,6,3.503,1.0
261,26,1,1.0,1.0,0.924,0,3.414,1.0
261,27,1,1.0,1.0,0.9236,0,3.238,1.0
261,28,1,1.0,1.0,0.9251,1,3.66,1.0
261,29,1,1.0,1.0,0.924,1,3.658,1.0
261,30,1,1.0,1.0,0.9251,1,3.247,1.0
261,31,1,1.0,1.0,0.7355,8,3.238,1.0
261,32,1,1.0,1.0,0.9244,1,3.136,1.0
261,33,1,1.0,1.0,0.9244,1,3.534,1.0
261,34,1,1.0,1.0,0.9305,9,3.177,1.0
261,35,1,1.0,1.0,0.9281,1,3.413,1.0
261,36,1,1.0,1.0,0.7283,5,3.37,1.0
261,37,1,1.0,1.0,0.7379,7,3.257,1.0
261,38,1,1.0,1.0,0.9228,0,3.075,1.0
261,39,1,1.0,1.0,0.7421,9,3.081,1.0
261,40,1,1.0,1.0,0.7416,8,3.62,1.0
261,41,1,1.0,1.0,0.7458,5,3.043,1.0
261,42,1,1.0,1.0,0.9255,3,3.319,1.0
261,43,1,1.0,1.0,0.9232,0,3.141,1.0
261,44,1,1.0,1.0,0.7428,5,3.505,1.0
261,45,1,1.0,1.0,0.9247,0,3.505,1.0
261,46,1,1.0,1.0,0.9224,0,3.632,1.0
261,47,1,1.0,1.0,0.9205,0,3.046,1.0
261,48,1,1.0,1.0,0.9273,2,3.387,1.0
261,49,1,1.0,1.0,0.9221,0,3.03,1.0
261,50,1,1.0,1.0,0.9273,1,3.522,1.0
261,51,1,1.0,1.0,0.924,0,3.051,1.0
261,52,1,1.0,1.0,0.924,0,3.295,1.0
261,53,1,1.0,1.0,0.9259,1,3.6,1.0
261,54,1,1.0,1.0,0.7274,2,3.49,1.0
261,55,1,1.0,1.0,0.9224,0,3.245,1.0
261,56,1,1.0,1.0,0.9236,0,3.48,1.0
261,57,1,1.0,1.0,0.9312,5,3.63,1.0
261,58,1,1.0,1.0,0.9259,0,3.137,1.0
261,59,1,1.0,1.0,0.9221,0,3.063,1.0
261,60,1,1.0,1.0,0.9277,6,3.193,1.0
261,61,1,1.0,1.0,0.9281,5,3.661,1.0
261,62,1,1.0,1.0,0.9298,5,3.444,1.0
261,63,1,1.0,1.0,0.9244,0,3.677,1.0
261,64,1,1.0,1.0,0.9277,5,3.262,1.0
261,65,1,1.0,1.0,0.7315,3,3.216,1.0
261,66,1,1.0,1.0,0.9232,0,3.137,1.0
261,67,1,1.0,1.0,0.7091,2,3.521,1.0
261,68,1,1.0,1.0,0.9277,3,3.005,1.0
261,69,1,1.0,1.0,0.7209,2,3.182,1.0
261,70,1,1.0,1.0,0.9251,0,3.239,1.0
261,71,1,1.0,1.0,0.9236,2,3.185,1.0
261,72,1,1.0,1.0,0.924,0,3.41,1.0
261,73,1,1.0,1.0,0.9302,6,3.346,1.0
261,74,1,1.0,1.0,0.9298,4,3.147,1.0
261,75,1,1.0,1.0,0.9259,2,3.517,1.0
261,76,1,1.0,1.0,0.7379,6,3.238,1.0
261,77,1,1.0,1.0,0.9143,0,3.128,1.0
261,78,1,1.0,1.0,0.9259,0,3.005,1.0
261,79,1,1.0,1.0,0.729,7,3.113,1.0
261,80,1,1.0,1.0,0.7342,8,3.298,1.0
261,81,1,1.0,1.0,0.9244,0,3.241,1.0
261,82,1,1.0,1.0,0.927,2,3.612,1.0
261,83,1,1.0,1.0,0.9244,0,3.065,1.0
261,84,1,1.0,1.0,0.9309,7,3.179,1.0
261,85,1,1.0,1.0,0.9232,0,3.239,1.0
261,86,1,1.0,1.0,0.9224,0,3.135,1.0
261,87,1,1.0,1.0,0.9326,5,3.038,1.0
261,88,1,1.0,1.0,0.924,0,3.238,1.0
261,89,1,1.0,1.0,0.9262,0,3.343,1.0
261,90,1,1.0,1.0,0.927,3,3.094,1.0
261,91,1,1.0,1.0,0.9228,0,3.234,1.0
261,92,1,1.0,1.0,0.9251,0,3.192,1.0
261,93,1,1.0,1.0,0.9319,9,3.13,1.0
261,94,1,1.0,1.0,0.7181,3,3.511,1.0
261,95,1,1.0,1.0,0.9172,0,3.319,1.0
261,96,1,1.0,1.0,0.9247,1,3.063,1.0
261,97,1,1.0,1.0,0.7344,6,3.031,1.0
261,98,1,1.0,1.0,0.924,1,3.764,1.0
261,99,1,1.0,1.0,0.9251,1,3.338,1.0
261,100,1,1.0,1.0,0.9266,1,3.234,1.0
262,1,1,1.0,1.0,0.9333,6,3.335,1.0
262,2,1,1.0,1.0,0.9232,0,3.051,1.0
262,3,1,1.0,1.0,0.9221,0,3.286,1.0
262,4,1,1.0,1.0,0.9244,0,3.527,1.0
262,5,1,1.0,1.0,0.9244,0,3.12,1.0
262,6,1,1.0,1.0,0.7369,9,3.645,1.0
262,7,1,1.0,1.0,0.9255,1,3.246,1.0
262,8,1,1.0,1.0,0.7329,9,3.64,1.0
262,9,1,1.0,1.0,0.9228,0,3.047,1.0
262,10,1,1.0,1.0,0.9262,3,3.188,1.0
262,11,1,1.0,1.0,0.924,0,3.53,1.0
262,12,1,1.0,1.0,0.9259,1,3.19,1.0
262,13,1,1.0,1.0,0.9251,0,3.182,1.0
262,14,1,1.0,1.0,0.9224,0,3.555,1.0
262,15,1,1.0,1.0,0.9255,0,3.322,1.0
262,16,1,1.0,1.0,0.7328,6,3.022,1.0
262,17,1,1.0,1.0,0.9217,0,3.067,1.0
262,18,1,1.0,1.0,0.924,0,3.145,1.0
262,19,1,1.0,1.0,0.9251,3,3.082,1.0
262,20,1,1.0,1.0,0.7283,2,3.616,1.0
262,21,1,1.0,1.0,0.924,0,3.611,1.0
262,22,1,1.0,1.0,0.9247,1,3.194,1.0
262,23,1,1.0,1.0,0.9266,2,3.102,1.0
262,24,1,1.0,1.0,0.9236,0,3.21,1.0
262,25,1,1.0,1.0,0.9281,6,3.503,1.0
262,26,1,1.0,1.0,0.9244,0,3.414,1.0
262,27,1,1.0,1.0,0.924,0,3.238,1.0
262,28,1,1.0,1.0,0.9255,1,3.66,1.0
262,29,1,1.0,1.0,0.9244,1,3.658,1.0
262,30,1,1.0,1.0,0.9255,1,3.247,1.0
262,31,1,1.0,1.0,0.7368,8,3.238,1.0
262,32,1,1.0,1.0,0.9247,1,3.136,1.0
262,33,1,1.0,1.0,0.9247,1,3.534,1.0
262,34,1,1.0,1.0,0.9309,9,3.177,1.0
262,35,1,1.0,1.0,0.9284,1,3.413,1.0
262,36,1,1.0,1.0,0.7297,5,3.37,1.0
262,37,1,1.0,1.0,0.7392,7,3.257,1.0
262,38,1,1.0,1.0,0.9232,0,3.075,1.0
262,39,1,1.0,1.0,0.7434,9,3.081,1.0
262,40,1,1.0,1.0,0.7429,8,3.62,1.0
262,41,1,1.0,1.0,0.747,5,3.043,1.0
262,42,1,1.0,1.0,0.9259,3,3.319,1.0
262,43,1,1.0,1.0,0.9236,0,3.141,1.0
262,44,1,1.0,1.0,0.7441,5,3.505,1.0
262,45,1,1.0,1.0,0.9251,0,3.505,1.0
262,46,1,1.0,1.0,0.9228,0,3.632,1.0
262,47,1,1.0,1.0,0.9209,0,3.046,1.0
262,48,1,1.0,1.0,0.9277,2,3.387,1.0
262,49,1,1.0,1.0,0.9224,0,3.03,1.0
262,50,1,1.0,1.0,0.9277,1,3.522,1.0
262,51,1,1.0,1.0,0.9244,0,3.051,1.0
262,52,1,1.0,1.0,0.9244,0,3.295,1.0
262,53,1,1.0,1.0,0.9262,1,3.6,1.0
262,54,1,1.0,1.0,0.7288,2,3.49,1.0
262,55,1,1.0,1.0,0.9228,0,3.245,1.0
262,56,1,1.0,1.0,0.924,0,3.48,1.0
262,57,1,1.0,1.0,0.9316,5,3.63,1.0
262,58,1,1.0,1.0,0.9262,0,3.137,1.0
262,59,1,1.0,1.0,0.9224,0,3.063,1.0
262,60,1,1.0,1.0,0.9281,6,3.193,1.0
262,61,1,1.0,1.0,0.9284,5,3.661,1.0
262,62,1,1.0,1.0,0.9302,5,3.444,1.0
262,63,1,1.0,1.0,0.9247,0,3.677,1.0
262,64,1,1.0,1.0,0.9281,5,3.262,1.0
262,65,1,1.0,1.0,0.7328,3,3.216,1.0
262,66,1,1.0,1.0,0.9236,0,3.137,1.0
262,67,1,1.0,1.0,0.7105,2,3.521,1.0
262,68,1,1.0,1.0,0.9281,3,3.005,1.0
262,69,1,1.0,1.0,0.7223,2,3.182,1.0
262,70,1,1.0,1.0,0.9255,0,3.239,1.0
262,71,1,1.0,1.0,0.924,2,3.185,1.0
262,72,1,1.0,1.0,0.9244,0,3.41,1.0
262,73,1,1.0,1.0,0.9305,6,3.346,1.0
262,74,1,1.0,1.0,0.9302,4,3.147,1.0
262,75,1,1.0,1.0,0.9262,2,3.517,1.0
262,76,1,1.0,1.0,0.7392,6,3.238,1.0
262,77,1,1.0,1.0,0.9147,0,3.128,1.0
262,78,1,1.0,1.0,0.9262,0,3.005,1.0
262,79,1,1.0,1.0,0.7303,7,3.113,1.0
262,80,1,1.0,1.0,0.7356,8,3.298,1.0
262,81,1,1.0,1.0,0.9247,0,3.241,1.0
262,82,1,1.0,1.0,0.9273,2,3.612,1.0
262,83,1,1.0,1.0,0.9247,0,3.065,1.0
262,84,1,1.0,1.0,0.9312,7,3.179,1.0
262,85,1,1.0,1.0,0.9236,0,3.239,1.0
262,86,1,1.0,1.0,0.9228,0,3.135,1.0
262,87,1,1.0,1.0,0.9329,5,3.038,1.0
262,88,1,1.0,1.0,0.9244,0,3.238,1.0
262,89,1,1.0,1.0,0.9266,0,3.343,1.0
262,90,1,1.0,1.0,0.9273,3,3.094,1.0
262,91,1,1.0,1.0,0.9232,0,3.234,1.0
262,92,1,1.0,1.0,0.9255,0,3.192,1.0
262,93,1,1.0,1.0,0.9323,9,3.13,1.0
262,94,1,1.0,1.0,0.7195,3,3.511,1.0
262,95,1,1.0,1.0,0.9176,0,3.319,1.0
262,96,1,1.0,1.0,0.9251,1,3.063,1.0
262,97,1,1.0,1.0,0.7358,6,3.031,1.0
262,98,1,1.0,1.0,0.9244,1,3.764,1.0
262,99,1,1.0,1.0,0.9255,1,3.338,1.0
262,100,1,1.0,1.0,0.927,1,3.234,1.0
263,1,1,1.0,1.0,0.9336,6,3.335,1.0
263,2,1,1.0,1.0,0.9236,0,3.051,1.0
263,3,1,1.0,1.0,0.9224,0,3.286,1.0
263,4,1,1.0,1.0,0.9247,0,3.527,1.0
263,5,1,1.0,1.0,0.9247,0,3.12,1.0
263,6,1,1.0,1.0,0.7382,9,3.645,1.0
263,7,1,1.0,1.0,0.9259,1,3.246,1.0
263,8,1,1.0,1.0,0.7342,9,3.64,1.0
263,9,1,1.0,1.0,0.9232,0,3.047,1.0
263,10,1,1.0,1.0,0.9266,3,3.188,1.0
263,11,1,1.0,1.0,0.9244,0,3.53,1.0
263,12,1,1.0,1.0,0.9262,1,3.19,1.0
263,13,1,1.0,1.0,0.9255,0,3.182,1.0
263,14,1,1.0,1.0,0.9228,0,3.555,1.0
263,15,1,1.0,1.0,0.9259,0,3.322,1.0
263,16,1,1.0,1.0,0.7341,6,3.022,1.0
263,17,1,1.0,1.0,0.9221,0,3.067,1.0
263,18,1,1.0,1.0,0.9244,0,3.145,1.0
263,19,1,1.0,1.0,0.9255,3,3.082,1.0
263,20,1,1.0,1.0,0.7297,2,3.616,1.0
