condition,w_base,w_max,enable_normative,trial,convergence_tick,converged,first_tick_behavioral,first_tick_belief,first_tick_crystal,first_tick_all_met,final_fraction_A,final_mean_confidence,final_num_crystallised,final_mean_norm_strength,final_frac_dominant_norm,total_ticks
C_normative_only,5,5,true,38,75,true,26,26,24,26,0.0,0.9970264031679141,100,0.8490528769904303,1.0,75
C_normative_only,5,5,true,39,98,true,35,35,49,49,0.0,0.9994160765659401,96,0.8513246600884453,0.96,98
C_normative_only,5,5,true,40,83,true,34,31,30,34,0.0,0.9977073415354267,98,0.8518694885429506,0.98,83
C_normative_only,5,5,true,41,79,true,29,30,29,30,0.0,0.9976408944607189,98,0.8493216068379973,0.98,79
C_normative_only,5,5,true,42,98,true,34,34,49,49,0.0,0.9994357057133157,99,0.8517057693519152,0.99,98
C_normative_only,5,5,true,43,119,true,64,66,64,67,0.0,0.9983587090690321,100,0.7179276838579167,1.0,119
C_normative_only,5,5,true,44,104,true,34,36,55,55,1.0,0.9996435259410426,97,0.8510546319520291,0.97,104
C_normative_only,5,5,true,45,99,true,36,36,50,50,0.0,0.9991436033179051,98,0.8379913300105962,0.98,99
C_normative_only,5,5,true,46,109,true,56,56,59,60,0.0,0.9978935302939458,99,0.7233108108995279,0.99,109
C_normative_only,5,5,true,47,101,true,41,41,52,52,0.0,0.9990848336469635,98,0.807505323282851,0.98,101
C_normative_only,5,5,true,48,116,true,64,64,67,67,1.0,0.997486834103062,99,0.7339239081405542,0.99,116
C_normative_only,5,5,true,49,76,true,26,27,25,27,1.0,0.9975489420916729,99,0.8493861272108559,0.99,76
C_normative_only,5,5,true,50,102,true,43,43,53,53,0.0,0.9989954000147597,98,0.8331506226725286,0.98,102
D_full_model,2,6,true,1,74,true,22,24,23,25,1.0,0.9977851158036141,99,0.8488944781082057,0.99,74
D_full_model,2,6,true,2,76,true,24,26,27,27,0.0,0.9974816131878167,97,0.8486180836265067,0.97,76
D_full_model,2,6,true,3,110,true,32,32,61,61,0.0,0.999842577108577,99,0.8539106760354362,0.99,110
