N,condition,w_base,w_max,enable_normative,trial,convergence_tick,converged,first_tick_behavioral,first_tick_belief,first_tick_crystal,first_tick_all_met,final_fraction_A,final_mean_confidence,final_num_crystallised,final_mean_norm_strength,final_frac_dominant_norm,total_ticks
1000,D_full_model,2,6,true,18,98,true,35,35,49,49,1.0,0.9993938325743206,978,0.8506029067540152,0.978,98
1000,D_full_model,2,6,true,20,103,true,39,39,54,54,1.0,0.999457802677243,964,0.8348662438440487,0.964,103
1000,D_full_model,2,6,true,28,103,true,40,40,54,54,0.0,0.9993695567399906,971,0.8317321183252644,0.971,103
1000,D_full_model,2,6,true,24,137,true,82,82,88,88,1.0,0.9984022803322633,992,0.8009530193140403,0.992,137
1000,D_full_model,2,6,true,2,111,true,54,54,62,62,0.0,0.9984342736423499,989,0.7496547851940699,0.989,111
2000,A_baseline,5,5,false,3,0,false,0,0,0,0,0.324,0.353233359773977,0,0.0,0.0,5000
2000,A_baseline,5,5,false,5,0,false,0,0,0,0,0.7555,0.46343312520690544,0,0.0,0.0,5000
2000,A_baseline,5,5,false,13,0,false,0,0,0,0,0.6995,0.3852715014532414,0,0.0,0.0,5000
2000,A_baseline,5,5,false,27,0,false,0,0,0,0,0.7545,0.4810850067785957,0,0.0,0.0,5000
2000,A_baseline,5,5,false,17,0,false,0,0,0,0,0.2295,0.46256089400020983,0,0.0,0.0,5000
2000,A_baseline,5,5,false,21,0,false,0,0,0,0,0.457,0.2550289216465486,0,0.0,0.0,5000
2000,A_baseline,5,5,false,30,0,false,0,0,0,0,0.5795,0.26580367974731456,0,0.0,0.0,5000
2000,A_baseline,5,5,false,25,0,false,0,0,0,0,0.38,0.2937848989052726,0,0.0,0.0,5000
2000,A_baseline,5,5,false,15,0,false,0,0,0,0,0.612,0.29327587031073504,0,0.0,0.0,5000
2000,A_baseline,5,5,false,7,0,false,0,0,0,0,0.726,0.4212267156750068,0,0.0,0.0,5000
2000,A_baseline,5,5,false,23,0,false,0,0,0,0,0.511,0.2571204474357417,0,0.0,0.0,5000
2000,A_baseline,5,5,false,29,0,false,0,0,0,0,0.125,0.6995966286985429,0,0.0,0.0,5000
