theta_crystal,Phi,trial,N,converged,convergence_tick,total_ticks,final_fraction_A,final_mean_confidence,final_num_crystallised,final_mean_norm_strength,final_frac_dominant_norm,first_tick_behavioral,first_tick_belief,first_tick_crystal,first_tick_all_met,total_dissolutions,total_enforcements,recryst_flip,recryst_same,peak_norm_split,time_in_churn
5.0,0.0,6,5000,true,134,134,0.0,0.9996000816316589,4612,0.8002535071306878,0.9224,67,67,85,85,1114,0,703,93,1.0,40
3.0,0.0,30,5000,true,116,116,1.0,0.9982539875149956,4942,0.7481948152066029,0.9884,64,63,67,67,2307,0,1813,436,1.0,45
3.0,1.5,4,5000,true,111,111,0.0,0.9988816402753757,4892,0.7537254186432338,0.9784,54,53,62,62,2031,53374,1919,4,1.0,28
3.0,0.7,3,5000,true,114,114,0.0,0.9995645178730505,4821,0.8460089563239059,0.9642,48,47,65,65,1398,43224,1219,0,1.0,26
3.0,0.2,29,5000,true,119,119,1.0,0.9989721797239374,4903,0.7729362708431925,0.9806,61,60,70,70,1731,55947,1631,3,1.0,32
3.0,3.0,8,5000,true,121,121,0.0,0.9969767076133883,4956,0.7293464201294085,0.9912,72,70,67,72,3624,61790,2550,1030,1.0,56
5.0,0.0,7,5000,true,127,127,0.0,0.9998348257925683,4553,0.8394605447700872,0.9106,52,51,78,78,577,0,228,2,1.0,26
3.0,0.1,1,5000,true,121,121,1.0,0.9986386914533627,4937,0.7474649550532629,0.9874,66,65,72,72,1906,59563,1806,37,1.0,37
3.0,1.5,5,5000,true,115,115,0.0,0.9973384194899987,4987,0.6833311757915308,0.9974,66,65,65,66,2629,59911,2329,287,1.0,37
3.0,0.7,4,5000,true,116,116,0.0,0.9990365387072845,4898,0.769762907719325,0.9796,58,57,67,67,1841,54937,1737,2,1.0,32
3.0,0.2,30,5000,true,116,116,1.0,0.999483256384483,4821,0.8385388419020866,0.9642,51,51,67,67,1383,45898,1204,0,1.0,24
5.0,0.0,8,5000,true,119,119,1.0,0.9997447643214893,4589,0.8481120102140199,0.9178,48,47,70,70,451,0,148,0,1.0,23
3.0,3.0,9,5000,true,149,149,1.0,0.9994965970595624,4913,0.8257590716503359,0.9826,85,84,100,100,5269,75494,3284,1898,1.0,64
3.0,0.1,2,5000,true,120,120,0.0,0.9989361365386074,4919,0.7630946059955952,0.9838,63,62,71,71,1756,57369,1665,10,1.0,36
